"customer_id","age","income","credit_score","card_type","monthly_spend","repayment_rate","interest_flag","channel_preference","default_flag","account_status","annual_fee","cashback_rate","cashback_earned","balance_transfer_flag","transfer_fee","installments_chosen","interest_rate_monthly","interest_due","soft_check_flag","hard_check_flag","hard_check_count","uk_score_band","credit_limit","utilization_rate","approved_flag"
"C1451",74,2341,891,"Gold",-233,0.5,FALSE,"In-store",0,"Active",25,0.01,-2.33,TRUE,-3.01,2,0.015,0,TRUE,TRUE,1,"Excellent",6000,-0.04,TRUE
"C1452",54,4954,601,"Platinum",1649,0.79,FALSE,"In-store",0,"Active",195,0.0125,20.61,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",10000,0.16,FALSE
"C1453",63,6988,641,"Gold",1891,0.87,FALSE,"In-store",1,"Active",25,0.01,18.91,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",6000,0.32,FALSE
"C1454",35,8237,603,"Standard",345,0.81,FALSE,"Online",0,"Active",0,0.005,1.73,FALSE,0,3,0.015,0,FALSE,TRUE,4,"Fair",3000,0.12,FALSE
"C1455",58,9341,595,"Standard",1268,0.79,FALSE,"Online",0,"Dormant",0,0.005,6.34,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.42,FALSE
"C1456",18,5990,561,"Standard",402,0.35,FALSE,"Contactless",0,"Active",0,0.005,2.01,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",3000,0.13,FALSE
"C1457",56,6959,650,"Standard",1631,0.94,FALSE,"Online",0,"Active",0,0.005,8.15,FALSE,0,2,0.015,0,FALSE,TRUE,1,"Fair",3000,0.54,FALSE
"C1458",32,1235,529,"Platinum",1023,0.84,TRUE,"Contactless",0,"Dormant",195,0.0125,12.79,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Poor",10000,0.1,FALSE
"C1459",66,9145,472,"Standard",1335,0.94,FALSE,"Contactless",0,"Active",0,0.005,6.68,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",3000,0.44,FALSE
"C1460",23,3664,648,"Gold",932,0.97,FALSE,"Contactless",0,"Active",25,0.01,9.32,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Fair",6000,0.16,FALSE
"C1461",62,3847,561,"Platinum",1278,0.44,FALSE,"In-store",0,"Closed",195,0.0125,15.98,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",10000,0.13,FALSE
"C1462",50,7860,516,"Gold",1987,0.57,TRUE,"In-store",0,"Active",25,0.01,19.87,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Poor",6000,0.33,FALSE
"C1463",55,1807,600,"Gold",1586,0.76,FALSE,"In-store",0,"Active",25,0.01,15.86,FALSE,0,1,0.015,0,TRUE,TRUE,4,"Fair",6000,0.26,FALSE
"C1464",57,9717,585,"Standard",395,0.44,TRUE,"In-store",0,"Active",0,0.005,1.98,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Fair",3000,0.13,FALSE
"C1465",27,8509,641,"Standard",1185,0.94,FALSE,"Online",0,"Active",0,0.005,5.92,FALSE,0,4,0.015,17.77,TRUE,FALSE,0,"Fair",3000,0.4,FALSE
"C1466",51,2192,502,"Standard",1511,0.74,FALSE,"Online",0,"Active",0,0.005,7.56,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Poor",3000,0.5,FALSE
"C1467",70,2088,747,"Platinum",2142,0.65,FALSE,"Contactless",0,"Active",195,0.0125,26.78,FALSE,0,6,0.015,96.39,FALSE,TRUE,2,"Very Good",10000,0.21,TRUE
"C1468",43,4686,603,"Standard",689,0.95,TRUE,"Online",0,"Active",0,0.005,3.45,TRUE,19.69,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.23,FALSE
"C1469",35,1999,799,"Gold",1684,0.46,FALSE,"In-store",0,"Closed",25,0.01,16.84,FALSE,0,5,0.015,50.52,TRUE,TRUE,2,"Very Good",6000,0.28,FALSE
"C1470",22,5207,842,"Standard",1177,0.83,TRUE,"In-store",1,"Active",0,0.005,5.88,TRUE,24.66,2,0.015,0,TRUE,TRUE,3,"Excellent",3000,0.39,FALSE
"C1471",52,8007,648,"Standard",2174,0.89,TRUE,"In-store",0,"Active",0,0.005,10.87,FALSE,0,5,0.015,65.22,FALSE,FALSE,0,"Fair",3000,0.72,FALSE
"C1472",23,3087,660,"Standard",1261,0.45,FALSE,"In-store",0,"Active",0,0.005,6.3,FALSE,0,4,0.015,18.91,TRUE,FALSE,0,"Fair",3000,0.42,FALSE
"C1473",46,4483,861,"Gold",1186,0.42,TRUE,"Contactless",0,"Closed",25,0.01,11.86,TRUE,52.26,2,0.015,0,TRUE,TRUE,2,"Excellent",6000,0.2,FALSE
"C1474",71,1750,568,"Gold",1258,0.52,TRUE,"Contactless",1,"Dormant",25,0.01,12.58,FALSE,0,4,0.015,18.87,TRUE,FALSE,0,"Poor",6000,0.21,FALSE
"C1475",60,2666,520,"Gold",2027,0.64,TRUE,"Online",0,"Closed",25,0.01,20.27,TRUE,21.97,3,0.015,0,TRUE,TRUE,1,"Poor",6000,0.34,FALSE
"C1476",26,9703,824,"Standard",498,0.49,TRUE,"In-store",0,"Active",0,0.005,2.49,TRUE,11.66,1,0.015,0,TRUE,FALSE,0,"Excellent",3000,0.17,FALSE
"C1477",39,7147,497,"Gold",927,0.37,FALSE,"In-store",0,"Active",25,0.01,9.27,FALSE,0,6,0.015,41.71,TRUE,FALSE,0,"Poor",6000,0.15,FALSE
"C1478",37,9373,583,"Gold",1375,0.47,FALSE,"Online",0,"Closed",25,0.01,13.75,FALSE,0,3,0.015,0,TRUE,TRUE,3,"Fair",6000,0.23,FALSE
"C1479",64,6319,579,"Standard",683,0.65,TRUE,"In-store",0,"Active",0,0.005,3.42,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",3000,0.23,FALSE
"C1480",47,1718,586,"Standard",1520,0.64,FALSE,"In-store",0,"Active",0,0.005,7.6,FALSE,0,4,0.015,22.8,TRUE,FALSE,0,"Fair",3000,0.51,FALSE
"C1481",67,8605,590,"Standard",1822,0.99,FALSE,"Contactless",0,"Active",0,0.005,9.11,FALSE,0,2,0.015,0,FALSE,TRUE,1,"Fair",3000,0.61,FALSE
"C1482",56,1268,794,"Gold",1639,0.73,TRUE,"Contactless",0,"Active",25,0.01,16.39,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Very Good",6000,0.27,TRUE
"C1483",58,8332,693,"Standard",1455,0.67,FALSE,"Contactless",0,"Dormant",0,0.005,7.28,FALSE,0,4,0.015,21.82,TRUE,FALSE,0,"Good",3000,0.48,FALSE
"C1484",31,4517,538,"Standard",999,0.51,FALSE,"In-store",0,"Active",0,0.005,5,FALSE,0,3,0.015,0,TRUE,TRUE,3,"Poor",3000,0.33,FALSE
"C1485",46,2291,668,"Gold",1394,0.67,TRUE,"In-store",0,"Dormant",25,0.01,13.94,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",6000,0.23,TRUE
"C1486",28,6999,524,"Gold",528,0.47,FALSE,"Contactless",0,"Closed",25,0.01,5.28,TRUE,6.18,1,0.015,0,TRUE,FALSE,0,"Poor",6000,0.09,FALSE
"C1487",37,6567,681,"Gold",2026,0.41,TRUE,"In-store",0,"Closed",25,0.01,20.26,FALSE,0,2,0.015,0,FALSE,TRUE,2,"Good",6000,0.34,FALSE
"C1488",34,5039,567,"Gold",1035,0.46,FALSE,"Contactless",1,"Active",25,0.01,10.35,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Poor",6000,0.17,FALSE
"C1489",61,8259,579,"Gold",1295,0.8,FALSE,"Contactless",0,"Active",25,0.01,12.95,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",6000,0.22,FALSE
"C1490",41,8835,431,"Gold",1169,0.42,FALSE,"Contactless",1,"Active",25,0.01,11.69,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",6000,0.19,FALSE
"C1491",61,9876,562,"Gold",1352,0.54,TRUE,"In-store",0,"Active",25,0.01,13.52,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Poor",6000,0.23,FALSE
"C1492",68,4624,492,"Standard",917,0.53,FALSE,"In-store",0,"Dormant",0,0.005,4.58,FALSE,0,4,0.015,13.75,FALSE,TRUE,2,"Poor",3000,0.31,FALSE
"C1493",42,4169,563,"Standard",1527,0.68,TRUE,"In-store",0,"Active",0,0.005,7.64,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Poor",3000,0.51,FALSE
"C1494",30,2097,664,"Standard",1105,0.56,FALSE,"Contactless",0,"Active",0,0.005,5.53,FALSE,0,5,0.015,33.15,TRUE,FALSE,0,"Fair",3000,0.37,FALSE
"C1495",29,9916,690,"Platinum",2140,0.57,TRUE,"Contactless",0,"Active",195,0.0125,26.75,FALSE,0,6,0.015,96.3,FALSE,FALSE,0,"Good",10000,0.21,TRUE
"C1496",23,9422,578,"Standard",428,0.87,FALSE,"Online",0,"Closed",0,0.005,2.14,FALSE,0,1,0.015,0,TRUE,TRUE,1,"Poor",3000,0.14,FALSE
"C1497",20,9451,494,"Gold",811,0.78,TRUE,"Contactless",0,"Active",25,0.01,8.11,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",6000,0.14,FALSE
"C1498",45,4667,723,"Standard",1508,0.77,FALSE,"Contactless",0,"Dormant",0,0.005,7.54,TRUE,64.38,4,0.015,22.62,FALSE,FALSE,0,"Good",3000,0.5,FALSE
"C1499",61,7950,674,"Platinum",2264,0.91,FALSE,"In-store",0,"Active",195,0.0125,28.3,TRUE,31,5,0.015,67.92,FALSE,TRUE,4,"Good",10000,0.23,FALSE
"C1500",61,4494,750,"Standard",1791,1,TRUE,"Online",0,"Active",0,0.005,8.96,FALSE,0,5,0.015,53.73,TRUE,TRUE,1,"Very Good",3000,0.6,FALSE
"C1501",28,1294,639,"Gold",1607,0.49,FALSE,"In-store",0,"Active",25,0.01,16.07,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",6000,0.27,FALSE
"C1502",36,4566,654,"Standard",1917,0.56,FALSE,"In-store",0,"Active",0,0.005,9.59,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.64,FALSE
"C1503",28,9630,623,"Standard",1160,0.94,FALSE,"Contactless",0,"Closed",0,0.005,5.8,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.39,FALSE
"C1504",53,5701,878,"Standard",1098,0.55,FALSE,"Online",0,"Dormant",0,0.005,5.49,FALSE,0,5,0.015,32.94,FALSE,FALSE,0,"Excellent",3000,0.37,FALSE
"C1505",39,7064,625,"Gold",1201,0.65,FALSE,"Online",1,"Active",25,0.01,12.01,FALSE,0,3,0.015,0,FALSE,TRUE,4,"Fair",6000,0.2,FALSE
"C1506",28,1092,544,"Gold",1339,0.4,FALSE,"Online",0,"Closed",25,0.01,13.39,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",6000,0.22,FALSE
"C1507",44,5550,713,"Standard",1285,0.51,TRUE,"Contactless",1,"Active",0,0.005,6.42,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",3000,0.43,FALSE
"C1508",19,7775,848,"Gold",683,0.7,TRUE,"Online",0,"Active",25,0.01,6.83,FALSE,0,2,0.015,0,TRUE,TRUE,2,"Excellent",6000,0.11,TRUE
"C1509",56,5065,478,"Gold",1974,0.93,FALSE,"In-store",0,"Active",25,0.01,19.74,TRUE,81.68,3,0.015,0,FALSE,TRUE,3,"Poor",6000,0.33,FALSE
"C1510",23,7882,768,"Standard",821,0.7,FALSE,"Contactless",0,"Active",0,0.005,4.11,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Very Good",3000,0.27,TRUE
"C1511",56,6063,641,"Standard",1199,0.85,TRUE,"Contactless",1,"Active",0,0.005,6,FALSE,0,2,0.015,0,TRUE,TRUE,3,"Fair",3000,0.4,FALSE
"C1512",53,7619,627,"Gold",329,0.46,FALSE,"In-store",0,"Active",25,0.01,3.29,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",6000,0.05,FALSE
"C1513",72,7573,630,"Standard",1252,0.65,FALSE,"Contactless",0,"Dormant",0,0.005,6.26,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Fair",3000,0.42,FALSE
"C1514",75,4064,288,"Platinum",1001,0.37,TRUE,"Online",0,"Active",195,0.0125,12.51,FALSE,0,5,0.015,30.03,TRUE,FALSE,0,"Poor",10000,0.1,FALSE
"C1515",65,7277,815,"Standard",641,0.53,TRUE,"Online",0,"Dormant",0,0.005,3.2,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Excellent",3000,0.21,TRUE
"C1516",45,5856,757,"Gold",1713,0.95,TRUE,"In-store",0,"Active",25,0.01,17.13,FALSE,0,1,0.015,0,FALSE,TRUE,4,"Very Good",6000,0.29,FALSE
"C1517",46,8910,677,"Gold",-57,0.8,FALSE,"In-store",0,"Active",25,0.01,-0.57,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",6000,-0.01,TRUE
"C1518",21,1681,702,"Gold",761,1,TRUE,"In-store",0,"Dormant",25,0.01,7.61,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",6000,0.13,TRUE
"C1519",58,4390,466,"Gold",1106,0.45,FALSE,"Online",0,"Active",25,0.01,11.06,FALSE,0,4,0.015,16.59,TRUE,FALSE,0,"Poor",6000,0.18,FALSE
"C1520",22,6764,594,"Platinum",970,0.6,TRUE,"In-store",0,"Active",195,0.0125,12.12,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",10000,0.1,FALSE
"C1521",65,1228,581,"Gold",644,0.77,FALSE,"In-store",0,"Dormant",25,0.01,6.44,TRUE,27.48,2,0.015,0,TRUE,FALSE,0,"Fair",6000,0.11,FALSE
"C1522",48,2863,637,"Gold",1324,0.66,FALSE,"Contactless",0,"Active",25,0.01,13.24,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",6000,0.22,FALSE
"C1523",60,6704,676,"Standard",998,0.37,FALSE,"In-store",0,"Dormant",0,0.005,4.99,TRUE,36.06,4,0.015,14.97,FALSE,FALSE,0,"Good",3000,0.33,FALSE
"C1524",65,9155,563,"Standard",769,0.71,FALSE,"Online",0,"Active",0,0.005,3.85,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",3000,0.26,FALSE
"C1525",74,5463,739,"Standard",790,0.89,FALSE,"Contactless",0,"Dormant",0,0.005,3.95,FALSE,0,6,0.015,35.55,TRUE,FALSE,0,"Good",3000,0.26,TRUE
"C1526",26,2595,686,"Gold",1465,0.7,TRUE,"Online",0,"Active",25,0.01,14.65,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",6000,0.24,TRUE
"C1527",36,7792,678,"Gold",1072,0.98,TRUE,"Contactless",0,"Active",25,0.01,10.72,FALSE,0,4,0.015,16.08,FALSE,FALSE,0,"Good",6000,0.18,TRUE
"C1528",45,1178,780,"Gold",1103,0.81,TRUE,"In-store",0,"Dormant",25,0.01,11.03,TRUE,33.75,2,0.015,0,TRUE,FALSE,0,"Very Good",6000,0.18,TRUE
"C1529",32,6579,632,"Standard",574,0.75,FALSE,"Contactless",0,"Active",0,0.005,2.87,FALSE,0,3,0.015,0,FALSE,TRUE,2,"Fair",3000,0.19,FALSE
"C1530",28,6117,641,"Standard",1588,0.54,TRUE,"In-store",0,"Active",0,0.005,7.94,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",3000,0.53,FALSE
"C1531",46,2362,530,"Gold",913,0.93,TRUE,"Contactless",0,"Active",25,0.01,9.13,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",6000,0.15,FALSE
"C1532",34,1463,594,"Standard",887,0.31,FALSE,"Online",0,"Active",0,0.005,4.44,TRUE,23.36,3,0.015,0,TRUE,TRUE,4,"Fair",3000,0.3,FALSE
"C1533",58,1377,637,"Standard",1407,0.32,TRUE,"In-store",0,"Active",0,0.005,7.04,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.47,FALSE
"C1534",42,2591,683,"Gold",1051,0.9,FALSE,"Online",0,"Active",25,0.01,10.51,TRUE,49.33,5,0.015,31.53,TRUE,FALSE,0,"Good",6000,0.18,TRUE
"C1535",64,3204,533,"Standard",1341,0.31,TRUE,"In-store",0,"Dormant",0,0.005,6.7,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Poor",3000,0.45,FALSE
"C1536",29,8104,720,"Standard",459,0.71,FALSE,"In-store",0,"Closed",0,0.005,2.3,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",3000,0.15,TRUE
"C1537",36,2563,709,"Gold",1099,0.95,FALSE,"In-store",1,"Active",25,0.01,10.99,FALSE,0,5,0.015,32.97,TRUE,TRUE,3,"Good",6000,0.18,FALSE
"C1538",69,9725,543,"Standard",965,0.71,FALSE,"In-store",0,"Closed",0,0.005,4.82,TRUE,42.69,2,0.015,0,TRUE,FALSE,0,"Poor",3000,0.32,FALSE
"C1539",24,5421,627,"Gold",1635,0.52,FALSE,"Online",0,"Active",25,0.01,16.35,TRUE,46.08,5,0.015,49.05,FALSE,FALSE,0,"Fair",6000,0.27,FALSE
"C1540",28,4568,710,"Standard",560,0.39,TRUE,"Online",0,"Active",0,0.005,2.8,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Good",3000,0.19,FALSE
"C1541",32,5589,616,"Standard",1495,0.35,TRUE,"In-store",0,"Active",0,0.005,7.48,FALSE,0,5,0.015,44.85,TRUE,TRUE,2,"Fair",3000,0.5,FALSE
"C1542",26,8509,689,"Standard",734,0.65,TRUE,"Online",0,"Active",0,0.005,3.67,FALSE,0,2,0.015,0,FALSE,TRUE,1,"Good",3000,0.24,TRUE
"C1543",75,1505,650,"Gold",1116,0.9,FALSE,"In-store",0,"Active",25,0.01,11.16,FALSE,0,5,0.015,33.48,FALSE,FALSE,0,"Fair",6000,0.19,TRUE
"C1544",63,1758,525,"Standard",1435,0.64,FALSE,"In-store",0,"Dormant",0,0.005,7.18,TRUE,52.02,5,0.015,43.05,TRUE,FALSE,0,"Poor",3000,0.48,FALSE
"C1545",41,9394,582,"Platinum",1403,0.54,TRUE,"Contactless",0,"Active",195,0.0125,17.54,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",10000,0.14,FALSE
"C1546",36,9624,741,"Platinum",1102,0.7,FALSE,"In-store",0,"Active",195,0.0125,13.78,TRUE,34.66,2,0.015,0,TRUE,FALSE,0,"Very Good",10000,0.11,TRUE
"C1547",28,4570,769,"Standard",1135,0.38,TRUE,"Contactless",0,"Active",0,0.005,5.68,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.38,FALSE
"C1548",71,5482,451,"Gold",529,0.69,TRUE,"Online",0,"Closed",25,0.01,5.29,FALSE,0,4,0.015,7.93,FALSE,FALSE,0,"Poor",6000,0.09,FALSE
"C1549",50,4604,851,"Platinum",630,0.68,FALSE,"Contactless",0,"Closed",195,0.0125,7.88,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Excellent",10000,0.06,TRUE
"C1550",26,2960,672,"Standard",1483,0.44,FALSE,"In-store",0,"Active",0,0.005,7.42,FALSE,0,4,0.015,22.24,TRUE,FALSE,0,"Good",3000,0.49,FALSE
"C1551",58,7738,659,"Gold",980,0.54,FALSE,"Online",0,"Active",25,0.01,9.8,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",6000,0.16,TRUE
"C1552",40,6891,745,"Platinum",1074,0.79,FALSE,"Contactless",0,"Active",195,0.0125,13.43,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Very Good",10000,0.11,TRUE
"C1553",73,5684,688,"Gold",1667,0.51,FALSE,"Online",0,"Active",25,0.01,16.67,TRUE,59.98,2,0.015,0,TRUE,FALSE,0,"Good",6000,0.28,TRUE
"C1554",34,2883,722,"Standard",617,0.68,FALSE,"In-store",0,"Dormant",0,0.005,3.08,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Good",3000,0.21,TRUE
"C1555",27,7627,716,"Standard",858,0.78,FALSE,"Online",0,"Active",0,0.005,4.29,FALSE,0,3,0.015,0,TRUE,TRUE,4,"Good",3000,0.29,FALSE
"C1556",25,5681,634,"Standard",1580,0.59,TRUE,"Contactless",0,"Active",0,0.005,7.9,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.53,FALSE
"C1557",35,2503,651,"Standard",522,0.37,FALSE,"Online",0,"Dormant",0,0.005,2.61,FALSE,0,4,0.015,7.83,TRUE,FALSE,0,"Fair",3000,0.17,FALSE
"C1558",41,5865,748,"Gold",573,0.56,FALSE,"Contactless",0,"Active",25,0.01,5.73,FALSE,0,5,0.015,17.19,FALSE,TRUE,1,"Very Good",6000,0.1,TRUE
"C1559",55,4400,645,"Gold",904,0.36,FALSE,"In-store",0,"Active",25,0.01,9.04,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Fair",6000,0.15,FALSE
"C1560",42,8909,632,"Gold",713,0.93,FALSE,"In-store",0,"Active",25,0.01,7.13,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",6000,0.12,FALSE
"C1561",67,8828,659,"Standard",1492,0.63,FALSE,"Contactless",0,"Dormant",0,0.005,7.46,FALSE,0,4,0.015,22.38,FALSE,FALSE,0,"Fair",3000,0.5,FALSE
"C1562",24,3569,668,"Gold",1228,0.53,TRUE,"In-store",0,"Dormant",25,0.01,12.28,TRUE,48.07,2,0.015,0,TRUE,FALSE,0,"Fair",6000,0.2,TRUE
"C1563",56,3701,677,"Standard",1399,0.69,TRUE,"In-store",0,"Active",0,0.005,7,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Good",3000,0.47,FALSE
"C1564",29,4183,587,"Standard",1413,0.69,TRUE,"Online",0,"Active",0,0.005,7.07,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Fair",3000,0.47,FALSE
"C1565",58,5168,649,"Standard",1279,0.56,FALSE,"Online",0,"Closed",0,0.005,6.4,TRUE,35.84,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.43,FALSE
"C1566",33,5944,600,"Standard",1716,0.77,TRUE,"In-store",0,"Dormant",0,0.005,8.58,TRUE,39.65,4,0.015,25.74,TRUE,TRUE,2,"Fair",3000,0.57,FALSE
"C1567",20,5309,480,"Standard",1883,0.76,TRUE,"Online",0,"Closed",0,0.005,9.42,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",3000,0.63,FALSE
"C1568",48,8337,660,"Platinum",1515,0.86,TRUE,"Online",0,"Dormant",195,0.0125,18.94,FALSE,0,2,0.015,0,FALSE,TRUE,3,"Fair",10000,0.15,FALSE
"C1569",52,2637,746,"Gold",771,0.79,FALSE,"In-store",0,"Active",25,0.01,7.71,FALSE,0,2,0.015,0,TRUE,TRUE,4,"Very Good",6000,0.13,FALSE
"C1570",38,9739,578,"Standard",175,0.84,TRUE,"In-store",0,"Dormant",0,0.005,0.88,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Poor",3000,0.06,FALSE
"C1571",63,6733,737,"Gold",775,0.99,FALSE,"In-store",1,"Active",25,0.01,7.75,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Good",6000,0.13,TRUE
"C1572",51,9489,592,"Gold",1147,0.52,TRUE,"In-store",0,"Active",25,0.01,11.47,TRUE,20.45,3,0.015,0,TRUE,FALSE,0,"Fair",6000,0.19,FALSE
"C1573",45,5684,760,"Standard",1346,0.74,FALSE,"In-store",0,"Active",0,0.005,6.73,FALSE,0,2,0.015,0,TRUE,TRUE,4,"Very Good",3000,0.45,FALSE
"C1574",53,8484,620,"Gold",813,0.54,TRUE,"Contactless",0,"Active",25,0.01,8.13,TRUE,23.04,5,0.015,24.39,TRUE,FALSE,0,"Fair",6000,0.14,FALSE
"C1575",43,9740,584,"Standard",1071,0.82,FALSE,"In-store",0,"Active",0,0.005,5.36,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.36,FALSE
"C1576",18,1257,755,"Standard",646,0.89,TRUE,"In-store",0,"Active",0,0.005,3.23,TRUE,20.57,5,0.015,19.38,FALSE,FALSE,0,"Very Good",3000,0.22,TRUE
"C1577",43,2581,547,"Standard",717,0.45,TRUE,"Contactless",0,"Active",0,0.005,3.58,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Poor",3000,0.24,FALSE
"C1578",38,8454,539,"Standard",1144,0.6,TRUE,"In-store",0,"Active",0,0.005,5.72,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Poor",3000,0.38,FALSE
"C1579",59,6617,629,"Standard",1125,0.92,FALSE,"In-store",0,"Active",0,0.005,5.62,TRUE,34.69,3,0.015,0,FALSE,FALSE,0,"Fair",3000,0.38,FALSE
"C1580",73,7970,555,"Gold",613,0.86,FALSE,"Contactless",0,"Active",25,0.01,6.13,TRUE,7.73,4,0.015,9.2,FALSE,TRUE,1,"Poor",6000,0.1,FALSE
"C1581",38,7900,735,"Gold",1594,0.71,FALSE,"Online",0,"Active",25,0.01,15.94,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Good",6000,0.27,TRUE
"C1582",55,3184,625,"Gold",1041,0.32,FALSE,"Contactless",0,"Active",25,0.01,10.41,TRUE,45.36,4,0.015,15.62,TRUE,FALSE,0,"Fair",6000,0.17,FALSE
"C1583",74,3152,436,"Gold",1107,0.96,TRUE,"Online",0,"Active",25,0.01,11.07,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Poor",6000,0.18,FALSE
"C1584",52,3575,685,"Gold",324,0.77,TRUE,"In-store",0,"Active",25,0.01,3.24,FALSE,0,4,0.015,4.86,TRUE,TRUE,4,"Good",6000,0.05,FALSE
"C1585",47,1688,617,"Standard",758,0.79,FALSE,"Online",1,"Dormant",0,0.005,3.79,FALSE,0,3,0.015,0,TRUE,FALSE,0,"Fair",3000,0.25,FALSE
"C1586",29,1769,580,"Standard",738,0.63,FALSE,"Contactless",0,"Active",0,0.005,3.69,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Fair",3000,0.25,FALSE
"C1587",50,6103,675,"Standard",948,0.53,TRUE,"In-store",0,"Dormant",0,0.005,4.74,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Good",3000,0.32,FALSE
"C1588",74,5455,744,"Standard",1600,0.72,TRUE,"In-store",0,"Dormant",0,0.005,8,FALSE,0,3,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.53,FALSE
"C1589",61,3478,742,"Platinum",618,0.78,FALSE,"Online",0,"Active",195,0.0125,7.73,FALSE,0,1,0.015,0,TRUE,FALSE,0,"Very Good",10000,0.06,TRUE
"C1590",30,5825,636,"Standard",1310,0.47,FALSE,"In-store",0,"Dormant",0,0.005,6.55,TRUE,28.92,2,0.015,0,TRUE,FALSE,0,"Fair",3000,0.44,FALSE
"C1591",67,5626,721,"Standard",1958,0.81,TRUE,"In-store",0,"Active",0,0.005,9.79,FALSE,0,1,0.015,0,FALSE,FALSE,0,"Good",3000,0.65,FALSE
"C1592",50,1358,579,"Standard",883,0.31,FALSE,"In-store",0,"Active",0,0.005,4.42,FALSE,0,2,0.015,0,TRUE,FALSE,0,"Poor",3000,0.29,FALSE
"C1593",41,4848,528,"Platinum",1041,0.43,TRUE,"Online",0,"Active",195,0.0125,13.01,FALSE,0,6,0.015,46.84,FALSE,FALSE,0,"Poor",10000,0.1,FALSE
"C1594",26,1512,793,"Standard",1551,0.84,FALSE,"Contactless",0,"Active",0,0.005,7.76,FALSE,0,2,0.015,0,FALSE,FALSE,0,"Very Good",3000,0.52,FALSE
"C1595",48,4481,781,"Gold",1266,0.32,FALSE,"Contactless",0,"Active",25,0.01,12.66,FALSE,0,2,0.015,0,TRUE,TRUE,2,"Very Good",6000,0.21,FALSE
